[0.000000] (-) TimerEvent: {}
[0.006994] (-) JobUnselected: {'identifier': 'nav2_voxel_grid'}
[0.007081] (-) JobUnselected: {'identifier': 'nav2_waypoint_cycle'}
[0.007167] (-) JobUnselected: {'identifier': 'nav2_waypoint_follower'}
[0.007253] (-) JobUnselected: {'identifier': 'nav_2d_msgs'}
[0.007339] (-) JobUnselected: {'identifier': 'nav_2d_utils'}
[0.007425] (-) JobUnselected: {'identifier': 'navigation2'}
[0.007511] (-) JobUnselected: {'identifier': 'nmea_msgs'}
[0.007599] (-) JobUnselected: {'identifier': 'nmea_navsat_driver'}
[0.007686] (-) JobUnselected: {'identifier': 'ollama_ros_chat'}
[0.007770] (-) JobUnselected: {'identifier': 'ollama_ros_msgs'}
[0.007855] (-) JobUnselected: {'identifier': 'openslam_gmapping'}
[0.007939] (-) JobUnselected: {'identifier': 'orb_slam2_ros'}
[0.008025] (-) JobUnselected: {'identifier': 'pointcloud_to_laserscan'}
[0.008142] (-) JobUnselected: {'identifier': 'qt_ros_test'}
[0.008234] (-) JobUnselected: {'identifier': 'rplidar_ros'}
[0.008322] (-) JobUnselected: {'identifier': 'serial'}
[0.008408] (-) JobUnselected: {'identifier': 'simple_follower_ros2'}
[0.008493] (-) JobUnselected: {'identifier': 'slam_gmapping'}
[0.008579] (-) JobUnselected: {'identifier': 'tf2_tools'}
[0.008666] (-) JobUnselected: {'identifier': 'tts'}
[0.008770] (-) JobUnselected: {'identifier': 'turn_on_wheeltec_robot'}
[0.008860] (-) JobUnselected: {'identifier': 'ublox'}
[0.008946] (-) JobUnselected: {'identifier': 'ublox_gps'}
[0.009032] (-) JobUnselected: {'identifier': 'ublox_msgs'}
[0.009117] (-) JobUnselected: {'identifier': 'ublox_serialization'}
[0.009202] (-) JobUnselected: {'identifier': 'ultralytics_ros2'}
[0.009313] (-) JobUnselected: {'identifier': 'usb_cam'}
[0.009401] (-) JobUnselected: {'identifier': 'web_video_server'}
[0.009485] (-) JobUnselected: {'identifier': 'wheeltec_cartographer'}
[0.009594] (-) JobUnselected: {'identifier': 'wheeltec_dual_rtk_driver'}
[0.009680] (-) JobUnselected: {'identifier': 'wheeltec_gps_driver'}
[0.009765] (-) JobUnselected: {'identifier': 'wheeltec_joy'}
[0.009851] (-) JobUnselected: {'identifier': 'wheeltec_mic_aiui'}
[0.009936] (-) JobUnselected: {'identifier': 'wheeltec_mic_msg'}
[0.010020] (-) JobUnselected: {'identifier': 'wheeltec_mic_ros2'}
[0.010103] (-) JobUnselected: {'identifier': 'wheeltec_nav2'}
[0.010187] (-) JobUnselected: {'identifier': 'wheeltec_path_follow'}
[0.010271] (-) JobUnselected: {'identifier': 'wheeltec_radar'}
[0.010357] (-) JobUnselected: {'identifier': 'wheeltec_robot_kcf'}
[0.010441] (-) JobUnselected: {'identifier': 'wheeltec_robot_keyboard'}
[0.010525] (-) JobUnselected: {'identifier': 'wheeltec_robot_msg'}
[0.010760] (-) JobUnselected: {'identifier': 'wheeltec_robot_rrt'}
[0.010859] (-) JobUnselected: {'identifier': 'wheeltec_robot_rtab'}
[0.010952] (-) JobUnselected: {'identifier': 'wheeltec_robot_urdf'}
[0.011040] (-) JobUnselected: {'identifier': 'wheeltec_rrt_msg'}
[0.011132] (-) JobUnselected: {'identifier': 'wheeltec_rviz2'}
[0.011225] (-) JobUnselected: {'identifier': 'wheeltec_slam_toolbox'}
[0.011341] (-) JobUnselected: {'identifier': 'yesense_interface'}
[0.011433] (-) JobUnselected: {'identifier': 'yesense_std_ros2'}
[0.011544] (wheeltec_multi) JobQueued: {'identifier': 'wheeltec_multi', 'dependencies': OrderedDict([('nav2_common', '/home/wheeltec/wheeltec_ros2/install/nav2_common'), ('serial', '/home/wheeltec/wheeltec_ros2/install/serial'), ('nav2_msgs', '/home/wheeltec/wheeltec_ros2/install/nav2_msgs')])}
[0.011722] (wheeltec_multi) JobStarted: {'identifier': 'wheeltec_multi'}
[0.098679] (-) TimerEvent: {}
[0.199521] (-) TimerEvent: {}
[0.247552] (wheeltec_multi) JobProgress: {'identifier': 'wheeltec_multi', 'progress': 'cmake'}
[0.249954] (wheeltec_multi) JobProgress: {'identifier': 'wheeltec_multi', 'progress': 'build'}
