[0.000000] (-) TimerEvent: {}
[0.004670] (-) JobUnselected: {'identifier': 'nav2_costmap_2d'}
[0.004743] (-) JobUnselected: {'identifier': 'nav2_dwb_controller'}
[0.004816] (-) JobUnselected: {'identifier': 'nav2_lifecycle_manager'}
[0.004890] (-) JobUnselected: {'identifier': 'nav2_map_server'}
[0.004966] (-) JobUnselected: {'identifier': 'nav2_mppi_controller'}
[0.005040] (-) JobUnselected: {'identifier': 'nav2_msgs'}
[0.005113] (-) JobUnselected: {'identifier': 'nav2_navfn_planner'}
[0.005189] (-) JobUnselected: {'identifier': 'nav2_planner'}
[0.005261] (-) JobUnselected: {'identifier': 'nav2_regulated_pure_pursuit_controller'}
[0.005338] (-) JobUnselected: {'identifier': 'nav2_rotation_shim_controller'}
[0.005411] (-) JobUnselected: {'identifier': 'nav2_rviz_plugins'}
[0.005487] (-) JobUnselected: {'identifier': 'nav2_simple_commander'}
[0.005560] (-) JobUnselected: {'identifier': 'nav2_smac_planner'}
[0.005635] (-) JobUnselected: {'identifier': 'nav2_smoother'}
[0.005711] (-) JobUnselected: {'identifier': 'nav2_theta_star_planner'}
[0.005786] (-) JobUnselected: {'identifier': 'nav2_util'}
[0.005859] (-) JobUnselected: {'identifier': 'nav2_velocity_smoother'}
[0.005933] (-) JobUnselected: {'identifier': 'nav2_voxel_grid'}
[0.006006] (-) JobUnselected: {'identifier': 'nav2_waypoint_cycle'}
[0.006081] (-) JobUnselected: {'identifier': 'nav2_waypoint_follower'}
[0.006157] (-) JobUnselected: {'identifier': 'nav_2d_msgs'}
[0.006232] (-) JobUnselected: {'identifier': 'nav_2d_utils'}
[0.006307] (-) JobUnselected: {'identifier': 'navigation2'}
[0.006383] (-) JobUnselected: {'identifier': 'nmea_msgs'}
[0.006456] (-) JobUnselected: {'identifier': 'nmea_navsat_driver'}
[0.006531] (-) JobUnselected: {'identifier': 'ollama_ros_chat'}
[0.006606] (-) JobUnselected: {'identifier': 'ollama_ros_msgs'}
[0.006682] (-) JobUnselected: {'identifier': 'openslam_gmapping'}
[0.006761] (-) JobUnselected: {'identifier': 'orb_slam2_ros'}
[0.006842] (-) JobUnselected: {'identifier': 'pointcloud_to_laserscan'}
[0.006967] (-) JobUnselected: {'identifier': 'qt_ros_test'}
[0.007051] (-) JobUnselected: {'identifier': 'rplidar_ros'}
[0.007136] (-) JobUnselected: {'identifier': 'serial'}
[0.007221] (-) JobUnselected: {'identifier': 'simple_follower_ros2'}
[0.007271] (-) JobUnselected: {'identifier': 'slam_gmapping'}
[0.007355] (-) JobUnselected: {'identifier': 'tf2_tools'}
[0.007439] (-) JobUnselected: {'identifier': 'tts'}
[0.007521] (-) JobUnselected: {'identifier': 'turn_on_wheeltec_robot'}
[0.007604] (-) JobUnselected: {'identifier': 'ublox'}
[0.007688] (-) JobUnselected: {'identifier': 'ublox_gps'}
[0.007727] (-) JobUnselected: {'identifier': 'ublox_msgs'}
[0.007759] (-) JobUnselected: {'identifier': 'ublox_serialization'}
[0.007801] (-) JobUnselected: {'identifier': 'ultralytics_ros2'}
[0.007925] (-) JobUnselected: {'identifier': 'usb_cam'}
[0.008014] (-) JobUnselected: {'identifier': 'web_video_server'}
[0.008113] (-) JobUnselected: {'identifier': 'wheeltec_cartographer'}
[0.008197] (-) JobUnselected: {'identifier': 'wheeltec_dual_rtk_driver'}
[0.008277] (-) JobUnselected: {'identifier': 'wheeltec_gps_driver'}
[0.008378] (-) JobUnselected: {'identifier': 'wheeltec_joy'}
[0.008462] (-) JobUnselected: {'identifier': 'wheeltec_mic_aiui'}
[0.008544] (-) JobUnselected: {'identifier': 'wheeltec_mic_msg'}
[0.008628] (-) JobUnselected: {'identifier': 'wheeltec_mic_ros2'}
[0.008708] (-) JobUnselected: {'identifier': 'wheeltec_nav2'}
[0.008789] (-) JobUnselected: {'identifier': 'wheeltec_path_follow'}
[0.008868] (-) JobUnselected: {'identifier': 'wheeltec_radar'}
[0.008911] (-) JobUnselected: {'identifier': 'wheeltec_robot_kcf'}
[0.008992] (-) JobUnselected: {'identifier': 'wheeltec_robot_keyboard'}
[0.009072] (-) JobUnselected: {'identifier': 'wheeltec_robot_msg'}
[0.009151] (-) JobUnselected: {'identifier': 'wheeltec_robot_rrt'}
[0.009234] (-) JobUnselected: {'identifier': 'wheeltec_robot_rtab'}
[0.009314] (-) JobUnselected: {'identifier': 'wheeltec_robot_urdf'}
[0.009396] (-) JobUnselected: {'identifier': 'wheeltec_rrt_msg'}
[0.009473] (-) JobUnselected: {'identifier': 'wheeltec_rviz2'}
[0.009551] (-) JobUnselected: {'identifier': 'wheeltec_slam_toolbox'}
[0.009633] (-) JobUnselected: {'identifier': 'yesense_interface'}
[0.009713] (-) JobUnselected: {'identifier': 'yesense_std_ros2'}
[0.009840] (wheeltec_multi) JobQueued: {'identifier': 'wheeltec_multi', 'dependencies': OrderedDict([('nav2_common', '/home/wheeltec/wheeltec_ros2/install/nav2_common'), ('serial', '/home/wheeltec/wheeltec_ros2/install/serial'), ('nav2_msgs', '/home/wheeltec/wheeltec_ros2/install/nav2_msgs')])}
[0.009977] (wheeltec_multi) JobStarted: {'identifier': 'wheeltec_multi'}
[0.098778] (-) TimerEvent: {}
[0.199803] (-) TimerEvent: {}
[0.269495] (wheeltec_multi) JobProgress: {'identifier': 'wheeltec_multi', 'progress': 'cmake'}
[0.271749] (wheeltec_multi) JobProgress: {'identifier': 'wheeltec_multi', 'progress': 'build'}
