[0.000000] (-) TimerEvent: {}
[0.300500] (-) TimerEvent: {}
[0.401220] (-) TimerEvent: {}
[0.426289] (wheeltec_multi) StderrLine: {'line': b"gmake: Warning: File 'Makefile' has modification time 1627 s in the future\n"}
[0.501405] (-) TimerEvent: {}
[0.593745] (wheeltec_multi) StdoutLine: {'line': b'-- Found ament_cmake: 1.3.7 (/home/wheeltec/autoware/install/ament_cmake/share/ament_cmake/cmake)\n'}
[0.601499] (-) TimerEvent: {}
[0.702144] (-) TimerEvent: {}
[0.802784] (-) TimerEvent: {}
[0.903486] (-) TimerEvent: {}
[1.004161] (-) TimerEvent: {}
[1.104778] (-) TimerEvent: {}
[1.205542] (-) TimerEvent: {}
[1.306318] (-) TimerEvent: {}
[1.396336] (wheeltec_multi) StdoutLine: {'line': b'-- Found geometry_msgs: 4.2.4 (/opt/ros/humble/share/geometry_msgs/cmake)\n'}
[1.406397] (-) TimerEvent: {}
[1.504493] (wheeltec_multi) StdoutLine: {'line': b'-- Found rosidl_generator_c: 3.1.6 (/opt/ros/humble/share/rosidl_generator_c/cmake)\n'}
[1.506590] (-) TimerEvent: {}
[1.510275] (wheeltec_multi) StdoutLine: {'line': b'-- Found rosidl_adapter: 3.1.6 (/opt/ros/humble/share/rosidl_adapter/cmake)\n'}
[1.525349] (wheeltec_multi) StdoutLine: {'line': b'-- Found rosidl_generator_cpp: 3.1.6 (/opt/ros/humble/share/rosidl_generator_cpp/cmake)\n'}
[1.606762] (-) TimerEvent: {}
[1.649936] (wheeltec_multi) StdoutLine: {'line': b'-- Using all available rosidl_typesupport_c: rosidl_typesupport_fastrtps_c;rosidl_typesupport_introspection_c\n'}
[1.706939] (-) TimerEvent: {}
[1.780780] (wheeltec_multi) StdoutLine: {'line': b'-- Using all available rosidl_typesupport_cpp: rosidl_typesupport_fastrtps_cpp;rosidl_typesupport_introspection_cpp\n'}
[1.807114] (-) TimerEvent: {}
[1.907757] (-) TimerEvent: {}
[1.960669] (wheeltec_multi) StdoutLine: {'line': b'-- Found tf2_geometry_msgs: 0.25.11 (/opt/ros/humble/share/tf2_geometry_msgs/cmake)\n'}
[1.967984] (wheeltec_multi) StdoutLine: {'line': b'-- Found eigen3_cmake_module: 0.1.1 (/opt/ros/humble/share/eigen3_cmake_module/cmake)\n'}
[1.970459] (wheeltec_multi) StdoutLine: {'line': b'-- Ensuring Eigen3 include directory is part of orocos-kdl CMake target\n'}
[2.007940] (-) TimerEvent: {}
[2.092377] (wheeltec_multi) StdoutLine: {'line': b'-- Found rmw_implementation_cmake: 6.1.2 (/opt/ros/humble/share/rmw_implementation_cmake/cmake)\n'}
[2.108019] (-) TimerEvent: {}
[2.197829] (wheeltec_multi) StdoutLine: {'line': b'-- Found rmw_fastrtps_cpp: 6.2.7 (/opt/ros/humble/share/rmw_fastrtps_cpp/cmake)\n'}
[2.208140] (-) TimerEvent: {}
[2.308735] (-) TimerEvent: {}
[2.409529] (-) TimerEvent: {}
[2.510180] (-) TimerEvent: {}
[2.610871] (-) TimerEvent: {}
[2.711845] (-) TimerEvent: {}
[2.812534] (-) TimerEvent: {}
[2.913316] (-) TimerEvent: {}
[2.972812] (wheeltec_multi) StdoutLine: {'line': b"-- Using RMW implementation 'rmw_fastrtps_cpp' as default\n"}
[3.013507] (-) TimerEvent: {}
[3.114293] (-) TimerEvent: {}
[3.176077] (wheeltec_multi) StdoutLine: {'line': b'-- Found nav2_msgs: 1.1.6 (/home/wheeltec/wheeltec_ros2/install/nav2_msgs/share/nav2_msgs/cmake)\n'}
[3.214486] (-) TimerEvent: {}
[3.255312] (wheeltec_multi) StdoutLine: {'line': b'-- Found rclpy: 3.3.15 (/opt/ros/humble/share/rclpy/cmake)\n'}
[3.256013] (wheeltec_multi) StdoutLine: {'line': b'-- Found sensor_msgs: 4.2.4 (/opt/ros/humble/share/sensor_msgs/cmake)\n'}
[3.290480] (wheeltec_multi) StdoutLine: {'line': b'-- Found std_srvs: 4.2.4 (/opt/ros/humble/share/std_srvs/cmake)\n'}
[3.309727] (wheeltec_multi) StdoutLine: {'line': b'-- Found turn_on_wheeltec_robot: 0.0.0 (/home/wheeltec/wheeltec_ros2/install/turn_on_wheeltec_robot/share/turn_on_wheeltec_robot/cmake)\n'}
[3.314580] (-) TimerEvent: {}
[3.328987] (wheeltec_multi) StdoutLine: {'line': b'-- Found ament_lint_auto: 0.12.11 (/opt/ros/humble/share/ament_lint_auto/cmake)\n'}
[3.414750] (-) TimerEvent: {}
[3.515335] (-) TimerEvent: {}
[3.615980] (-) TimerEvent: {}
[3.716884] (-) TimerEvent: {}
[3.817833] (-) TimerEvent: {}
[3.918626] (-) TimerEvent: {}
[4.019452] (-) TimerEvent: {}
[4.120304] (-) TimerEvent: {}
[4.221080] (-) TimerEvent: {}
[4.322054] (-) TimerEvent: {}
[4.422788] (-) TimerEvent: {}
[4.523612] (-) TimerEvent: {}
[4.624436] (-) TimerEvent: {}
[4.725284] (-) TimerEvent: {}
[4.826102] (-) TimerEvent: {}
[4.926899] (-) TimerEvent: {}
[5.027720] (-) TimerEvent: {}
[5.128537] (-) TimerEvent: {}
[5.130688] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'copyright' to check source files copyright and LICENSE\n"}
[5.133504] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'cppcheck' to perform static code analysis on C / C++ code\n"}
[5.134082] (wheeltec_multi) StdoutLine: {'line': b'-- Configured cppcheck include dirs: /home/wheeltec/wheeltec_ros2/src/wheeltec_multi/include\n'}
[5.134362] (wheeltec_multi) StdoutLine: {'line': b'-- Configured cppcheck exclude dirs and/or files: \n'}
[5.136401] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'cpplint' to check C / C++ code against the Google style\n"}
[5.136704] (wheeltec_multi) StdoutLine: {'line': b'-- Configured cpplint exclude dirs and/or files: \n'}
[5.137353] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'flake8' to check Python code syntax and style conventions\n"}
[5.138293] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'lint_cmake' to check CMake code style\n"}
[5.139098] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257\n"}
[5.141203] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'uncrustify' to check C / C++ code style\n"}
[5.141547] (wheeltec_multi) StdoutLine: {'line': b'-- Configured uncrustify additional arguments: \n'}
[5.142007] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'xmllint' to check XML markup files\n"}
[5.144125] (wheeltec_multi) StdoutLine: {'line': b'-- Configuring done\n'}
[5.193411] (wheeltec_multi) StdoutLine: {'line': b'-- Generating done\n'}
[5.208312] (wheeltec_multi) StdoutLine: {'line': b'-- Build files have been written to: /home/wheeltec/wheeltec_ros2/build/wheeltec_multi\n'}
[5.228717] (-) TimerEvent: {}
[5.329528] (-) TimerEvent: {}
[5.381137] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_slave.dir/flags.make' has modification time 15214 s in the future\n"}
[5.385252] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_avoidance.dir/flags.make' has modification time 15214 s in the future\n"}
[5.429709] (-) TimerEvent: {}
[5.484749] (wheeltec_multi) StdoutLine: {'line': b'\x1b[35m\x1b[1mConsolidate compiler generated dependencies of target multi_slave\x1b[0m\n'}
[5.486217] (wheeltec_multi) StdoutLine: {'line': b'\x1b[35m\x1b[1mConsolidate compiler generated dependencies of target multi_avoidance\x1b[0m\n'}
[5.496910] (wheeltec_multi) StderrLine: {'line': b'gmake[2]: warning:  Clock skew detected.  Your build may be incomplete.\n'}
[5.499088] (wheeltec_multi) StderrLine: {'line': b'gmake[2]: warning:  Clock skew detected.  Your build may be incomplete.\n'}
[5.524019] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_slave.dir/flags.make' has modification time 15214 s in the future\n"}
[5.524852] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_avoidance.dir/flags.make' has modification time 15214 s in the future\n"}
[5.529786] (-) TimerEvent: {}
[5.630444] (-) TimerEvent: {}
[5.665419] (wheeltec_multi) StdoutLine: {'line': b'[ 50%] \x1b[32mBuilding CXX object CMakeFiles/multi_avoidance.dir/src/multi_avoidance.cpp.o\x1b[0m\n'}
[5.665914] (wheeltec_multi) StdoutLine: {'line': b'[ 50%] \x1b[32mBuilding CXX object CMakeFiles/multi_slave.dir/src/slave_tf_listener.cpp.o\x1b[0m\n'}
[5.730620] (-) TimerEvent: {}
[5.831526] (-) TimerEvent: {}
[5.932231] (-) TimerEvent: {}
[6.032920] (-) TimerEvent: {}
[6.133603] (-) TimerEvent: {}
[6.234362] (-) TimerEvent: {}
[6.335048] (-) TimerEvent: {}
[6.435739] (-) TimerEvent: {}
[6.447054] (wheeltec_multi) StderrLine: {'line': b'In file included from \x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:19\x1b[m\x1b[K:\n'}
[6.447496] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/opt/ros/humble/include/tf2_geometry_msgs/tf2_geometry_msgs/tf2_geometry_msgs.h:35:2:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[K#warning This header is obsolete, please include tf2_geometry_msgs/tf2_geometry_msgs.hpp instead [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wcpp\x07-Wcpp\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[6.447666] (wheeltec_multi) StderrLine: {'line': b'   35 | #\x1b[01;35m\x1b[Kwarning\x1b[m\x1b[K This header is obsolete, please include tf2_geometry_msgs/tf2_geometry_msgs.hpp instead\n'}
[6.447842] (wheeltec_multi) StderrLine: {'line': b'      |  \x1b[01;35m\x1b[K^~~~~~~\x1b[m\x1b[K\n'}
[6.535909] (-) TimerEvent: {}
[6.636611] (-) TimerEvent: {}
[6.737318] (-) TimerEvent: {}
[6.838050] (-) TimerEvent: {}
[6.938846] (-) TimerEvent: {}
[7.039553] (-) TimerEvent: {}
[7.140271] (-) TimerEvent: {}
[7.240962] (-) TimerEvent: {}
[7.341680] (-) TimerEvent: {}
[7.442355] (-) TimerEvent: {}
[7.543056] (-) TimerEvent: {}
[7.643729] (-) TimerEvent: {}
[7.744402] (-) TimerEvent: {}
[7.845100] (-) TimerEvent: {}
[7.945816] (-) TimerEvent: {}
[8.046515] (-) TimerEvent: {}
[8.147171] (-) TimerEvent: {}
[8.247825] (-) TimerEvent: {}
[8.348519] (-) TimerEvent: {}
[8.449196] (-) TimerEvent: {}
[8.549879] (-) TimerEvent: {}
[8.650541] (-) TimerEvent: {}
[8.751204] (-) TimerEvent: {}
[8.851873] (-) TimerEvent: {}
[8.952547] (-) TimerEvent: {}
[9.053253] (-) TimerEvent: {}
[9.153985] (-) TimerEvent: {}
[9.254652] (-) TimerEvent: {}
[9.355324] (-) TimerEvent: {}
[9.456020] (-) TimerEvent: {}
[9.556708] (-) TimerEvent: {}
[9.657409] (-) TimerEvent: {}
[9.758127] (-) TimerEvent: {}
[9.858802] (-) TimerEvent: {}
[9.959478] (-) TimerEvent: {}
[10.060184] (-) TimerEvent: {}
[10.160863] (-) TimerEvent: {}
[10.261571] (-) TimerEvent: {}
[10.362233] (-) TimerEvent: {}
[10.462914] (-) TimerEvent: {}
[10.563623] (-) TimerEvent: {}
[10.664295] (-) TimerEvent: {}
[10.764986] (-) TimerEvent: {}
[10.865699] (-) TimerEvent: {}
[10.966391] (-) TimerEvent: {}
[11.067073] (-) TimerEvent: {}
[11.167766] (-) TimerEvent: {}
[11.268453] (-) TimerEvent: {}
[11.369178] (-) TimerEvent: {}
[11.469861] (-) TimerEvent: {}
[11.536234] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/multi_avoidance.cpp:\x1b[m\x1b[K In function \xe2\x80\x98\x1b[01m\x1b[Kint main(int, char**)\x1b[m\x1b[K\xe2\x80\x99:\n'}
[11.536721] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/multi_avoidance.cpp:68:13:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kunused variable \xe2\x80\x98\x1b[01m\x1b[Ktemp_count\x1b[m\x1b[K\xe2\x80\x99 [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-variable\x07-Wunused-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.536895] (wheeltec_multi) StderrLine: {'line': b'   68 |         int \x1b[01;35m\x1b[Ktemp_count\x1b[m\x1b[K = 0;    //\xe8\xae\xa1\xe6\x95\xb0\xe5\x8f\x98\xe9\x87\x8f\n'}
[11.537037] (wheeltec_multi) StderrLine: {'line': b'      |             \x1b[01;35m\x1b[K^~~~~~~~~~\x1b[m\x1b[K\n'}
[11.570045] (-) TimerEvent: {}
[11.670719] (-) TimerEvent: {}
[11.771408] (-) TimerEvent: {}
[11.872100] (-) TimerEvent: {}
[11.972787] (-) TimerEvent: {}
[12.073479] (-) TimerEvent: {}
[12.174177] (-) TimerEvent: {}
[12.274848] (-) TimerEvent: {}
[12.375535] (-) TimerEvent: {}
[12.447149] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:68:72:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[K\xe2\x80\x98\x1b[01m\x1b[Kstd_msgs::msg::Float32MultiArray_<std::allocator<void> >::ConstPtr\x1b[m\x1b[K\xe2\x80\x99 is deprecated [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wdeprecated-declarations\x07-Wdeprecated-declarations\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[12.447656] (wheeltec_multi) StderrLine: {'line': b'   68 | oid vel_Callback(const std_msgs::msg::Float32MultiArray::ConstPtr& msg\x1b[01;35m\x1b[K)\x1b[m\x1b[K\n'}
[12.447824] (wheeltec_multi) StderrLine: {'line': b'      |                                                                       \x1b[01;35m\x1b[K^\x1b[m\x1b[K\n'}
[12.447962] (wheeltec_multi) StderrLine: {'line': b'\n'}
[12.448091] (wheeltec_multi) StderrLine: {'line': b'In file included from \x1b[01m\x1b[K/opt/ros/humble/include/std_msgs/std_msgs/msg/float32_multi_array.hpp:7\x1b[m\x1b[K,\n'}
[12.448218] (wheeltec_multi) StderrLine: {'line': b'                 from \x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:20\x1b[m\x1b[K:\n'}
[12.448336] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/opt/ros/humble/include/std_msgs/std_msgs/msg/detail/float32_multi_array__struct.hpp:111:5:\x1b[m\x1b[K \x1b[01;36m\x1b[Knote: \x1b[m\x1b[Kdeclared here\n'}
[12.448455] (wheeltec_multi) StderrLine: {'line': b'  111 |     \x1b[01;36m\x1b[KConstPtr\x1b[m\x1b[K;\n'}
[12.448567] (wheeltec_multi) StderrLine: {'line': b'      |     \x1b[01;36m\x1b[K^~~~~~~~\x1b[m\x1b[K\n'}
[12.475696] (-) TimerEvent: {}
[12.576362] (-) TimerEvent: {}
[12.677041] (-) TimerEvent: {}
[12.777734] (-) TimerEvent: {}
[12.794760] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:\x1b[m\x1b[K In function \xe2\x80\x98\x1b[01m\x1b[Kint main(int, char**)\x1b[m\x1b[K\xe2\x80\x99:\n'}
[12.795217] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:161:38:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kcatching polymorphic type \xe2\x80\x98\x1b[01m\x1b[Kclass tf2::TransformException\x1b[m\x1b[K\xe2\x80\x99 by value [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wcatch-value=\x07-Wcatch-value=\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[12.795431] (wheeltec_multi) StderrLine: {'line': b'  161 |       catch (tf2::TransformException \x1b[01;35m\x1b[Kex\x1b[m\x1b[K)\n'}
[12.795570] (wheeltec_multi) StderrLine: {'line': b'      |                                      \x1b[01;35m\x1b[K^~\x1b[m\x1b[K\n'}
[12.798106] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:185:14:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kvariable \xe2\x80\x98\x1b[01m\x1b[Kangular_z1\x1b[m\x1b[K\xe2\x80\x99 set but not used [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-but-set-variable\x07-Wunused-but-set-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[12.798298] (wheeltec_multi) StderrLine: {'line': b'  185 |       double \x1b[01;35m\x1b[Kangular_z1\x1b[m\x1b[K ;\n'}
[12.798430] (wheeltec_multi) StderrLine: {'line': b'      |              \x1b[01;35m\x1b[K^~~~~~~~~~\x1b[m\x1b[K\n'}
[12.798629] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:258:38:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kcatching polymorphic type \xe2\x80\x98\x1b[01m\x1b[Kclass tf2::TransformException\x1b[m\x1b[K\xe2\x80\x99 by value [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wcatch-value=\x07-Wcatch-value=\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[12.798802] (wheeltec_multi) StderrLine: {'line': b'  258 |       catch (tf2::TransformException \x1b[01;35m\x1b[Kex\x1b[m\x1b[K)\n'}
[12.798926] (wheeltec_multi) StderrLine: {'line': b'      |                                      \x1b[01;35m\x1b[K^~\x1b[m\x1b[K\n'}
[12.800965] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:128:10:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kunused variable \xe2\x80\x98\x1b[01m\x1b[Ke_angular_x\x1b[m\x1b[K\xe2\x80\x99 [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-variable\x07-Wunused-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[12.801186] (wheeltec_multi) StderrLine: {'line': b'  128 |   double \x1b[01;35m\x1b[Ke_angular_x\x1b[m\x1b[K = 0;\n'}
[12.801331] (wheeltec_multi) StderrLine: {'line': b'      |          \x1b[01;35m\x1b[K^~~~~~~~~~~\x1b[m\x1b[K\n'}
[12.801453] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:129:10:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kunused variable \xe2\x80\x98\x1b[01m\x1b[Ke_angular_y\x1b[m\x1b[K\xe2\x80\x99 [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-variable\x07-Wunused-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[12.801574] (wheeltec_multi) StderrLine: {'line': b'  129 |   double \x1b[01;35m\x1b[Ke_angular_y\x1b[m\x1b[K = 0;\n'}
[12.801685] (wheeltec_multi) StderrLine: {'line': b'      |          \x1b[01;35m\x1b[K^~~~~~~~~~~\x1b[m\x1b[K\n'}
[12.877901] (-) TimerEvent: {}
[12.978666] (-) TimerEvent: {}
[13.079354] (-) TimerEvent: {}
[13.180020] (-) TimerEvent: {}
[13.280733] (-) TimerEvent: {}
[13.381443] (-) TimerEvent: {}
[13.482115] (-) TimerEvent: {}
[13.582787] (-) TimerEvent: {}
[13.683478] (-) TimerEvent: {}
[13.784147] (-) TimerEvent: {}
[13.884849] (-) TimerEvent: {}
[13.985565] (-) TimerEvent: {}
[14.086246] (-) TimerEvent: {}
[14.187002] (-) TimerEvent: {}
[14.287686] (-) TimerEvent: {}
[14.388389] (-) TimerEvent: {}
[14.489078] (-) TimerEvent: {}
[14.589791] (-) TimerEvent: {}
[14.690476] (-) TimerEvent: {}
[14.791161] (-) TimerEvent: {}
[14.891828] (-) TimerEvent: {}
[14.992516] (-) TimerEvent: {}
[15.093229] (-) TimerEvent: {}
[15.193905] (-) TimerEvent: {}
[15.294575] (-) TimerEvent: {}
[15.395247] (-) TimerEvent: {}
[15.495954] (-) TimerEvent: {}
[15.596667] (-) TimerEvent: {}
[15.697467] (-) TimerEvent: {}
[15.798188] (-) TimerEvent: {}
[15.898856] (-) TimerEvent: {}
[15.999561] (-) TimerEvent: {}
[16.100271] (-) TimerEvent: {}
[16.200957] (-) TimerEvent: {}
[16.301652] (-) TimerEvent: {}
[16.402387] (-) TimerEvent: {}
[16.503047] (-) TimerEvent: {}
[16.603753] (-) TimerEvent: {}
[16.704453] (-) TimerEvent: {}
[16.805188] (-) TimerEvent: {}
[16.905896] (-) TimerEvent: {}
[17.006582] (-) TimerEvent: {}
[17.107302] (-) TimerEvent: {}
[17.208056] (-) TimerEvent: {}
[17.308740] (-) TimerEvent: {}
[17.409432] (-) TimerEvent: {}
[17.510106] (-) TimerEvent: {}
[17.610783] (-) TimerEvent: {}
[17.711509] (-) TimerEvent: {}
[17.812226] (-) TimerEvent: {}
[17.912914] (-) TimerEvent: {}
[18.013630] (-) TimerEvent: {}
[18.114307] (-) TimerEvent: {}
[18.215022] (-) TimerEvent: {}
[18.315694] (-) TimerEvent: {}
[18.416398] (-) TimerEvent: {}
[18.517046] (-) TimerEvent: {}
[18.617743] (-) TimerEvent: {}
[18.718424] (-) TimerEvent: {}
[18.819104] (-) TimerEvent: {}
[18.919798] (-) TimerEvent: {}
[19.020509] (-) TimerEvent: {}
[19.121243] (-) TimerEvent: {}
[19.221899] (-) TimerEvent: {}
[19.322585] (-) TimerEvent: {}
[19.423314] (-) TimerEvent: {}
[19.524041] (-) TimerEvent: {}
[19.624817] (-) TimerEvent: {}
[19.725577] (-) TimerEvent: {}
[19.826277] (-) TimerEvent: {}
[19.926967] (-) TimerEvent: {}
[20.027635] (-) TimerEvent: {}
[20.128349] (-) TimerEvent: {}
[20.229092] (-) TimerEvent: {}
[20.329860] (-) TimerEvent: {}
[20.430573] (-) TimerEvent: {}
[20.531252] (-) TimerEvent: {}
[20.631906] (-) TimerEvent: {}
[20.732577] (-) TimerEvent: {}
[20.833277] (-) TimerEvent: {}
[20.933938] (-) TimerEvent: {}
[21.034579] (-) TimerEvent: {}
[21.135252] (-) TimerEvent: {}
[21.235939] (-) TimerEvent: {}
[21.336619] (-) TimerEvent: {}
[21.437305] (-) TimerEvent: {}
[21.537996] (-) TimerEvent: {}
[21.638666] (-) TimerEvent: {}
[21.739313] (-) TimerEvent: {}
[21.839993] (-) TimerEvent: {}
[21.940662] (-) TimerEvent: {}
[22.041312] (-) TimerEvent: {}
[22.143302] (-) TimerEvent: {}
[22.243991] (-) TimerEvent: {}
[22.344656] (-) TimerEvent: {}
[22.445306] (-) TimerEvent: {}
[22.545949] (-) TimerEvent: {}
[22.646607] (-) TimerEvent: {}
[22.747261] (-) TimerEvent: {}
[22.847919] (-) TimerEvent: {}
[22.948530] (-) TimerEvent: {}
[23.049128] (-) TimerEvent: {}
[23.149761] (-) TimerEvent: {}
[23.250370] (-) TimerEvent: {}
[23.351010] (-) TimerEvent: {}
[23.451668] (-) TimerEvent: {}
[23.552310] (-) TimerEvent: {}
[23.652977] (-) TimerEvent: {}
[23.753653] (-) TimerEvent: {}
[23.854288] (-) TimerEvent: {}
[23.954933] (-) TimerEvent: {}
[24.055567] (-) TimerEvent: {}
[24.156185] (-) TimerEvent: {}
[24.256821] (-) TimerEvent: {}
[24.357512] (-) TimerEvent: {}
[24.458159] (-) TimerEvent: {}
[24.558804] (-) TimerEvent: {}
[24.659437] (-) TimerEvent: {}
[24.760111] (-) TimerEvent: {}
[24.860791] (-) TimerEvent: {}
[24.961484] (-) TimerEvent: {}
[25.062122] (-) TimerEvent: {}
[25.162724] (-) TimerEvent: {}
[25.263289] (-) TimerEvent: {}
[25.363928] (-) TimerEvent: {}
[25.464582] (-) TimerEvent: {}
[25.565260] (-) TimerEvent: {}
[25.665910] (-) TimerEvent: {}
[25.766551] (-) TimerEvent: {}
[25.867200] (-) TimerEvent: {}
[25.967854] (-) TimerEvent: {}
[26.068490] (-) TimerEvent: {}
[26.169136] (-) TimerEvent: {}
[26.269804] (-) TimerEvent: {}
[26.370448] (-) TimerEvent: {}
[26.471103] (-) TimerEvent: {}
[26.571746] (-) TimerEvent: {}
[26.672378] (-) TimerEvent: {}
[26.773021] (-) TimerEvent: {}
[26.873666] (-) TimerEvent: {}
[26.974327] (-) TimerEvent: {}
[27.074962] (-) TimerEvent: {}
[27.175601] (-) TimerEvent: {}
[27.276266] (-) TimerEvent: {}
[27.376909] (-) TimerEvent: {}
[27.477604] (-) TimerEvent: {}
[27.578773] (-) TimerEvent: {}
[27.679440] (-) TimerEvent: {}
[27.780113] (-) TimerEvent: {}
[27.880759] (-) TimerEvent: {}
[27.981453] (-) TimerEvent: {}
[28.082107] (-) TimerEvent: {}
[28.182758] (-) TimerEvent: {}
[28.283414] (-) TimerEvent: {}
[28.384064] (-) TimerEvent: {}
[28.484709] (-) TimerEvent: {}
[28.585371] (-) TimerEvent: {}
[28.686005] (-) TimerEvent: {}
[28.786657] (-) TimerEvent: {}
[28.887284] (-) TimerEvent: {}
[28.987956] (-) TimerEvent: {}
[29.088608] (-) TimerEvent: {}
[29.189254] (-) TimerEvent: {}
[29.289877] (-) TimerEvent: {}
[29.390498] (-) TimerEvent: {}
[29.491119] (-) TimerEvent: {}
[29.591741] (-) TimerEvent: {}
[29.692383] (-) TimerEvent: {}
[29.793036] (-) TimerEvent: {}
[29.893740] (-) TimerEvent: {}
[29.994396] (-) TimerEvent: {}
[30.095045] (-) TimerEvent: {}
[30.195687] (-) TimerEvent: {}
[30.296328] (-) TimerEvent: {}
[30.396988] (-) TimerEvent: {}
[30.497659] (-) TimerEvent: {}
[30.598338] (-) TimerEvent: {}
[30.650803] (wheeltec_multi) StdoutLine: {'line': b'[ 75%] \x1b[32m\x1b[1mLinking CXX executable multi_avoidance\x1b[0m\n'}
[30.698468] (-) TimerEvent: {}
[30.799107] (-) TimerEvent: {}
[30.899767] (-) TimerEvent: {}
[31.000411] (-) TimerEvent: {}
[31.101342] (-) TimerEvent: {}
[31.202272] (-) TimerEvent: {}
[31.302963] (-) TimerEvent: {}
[31.403603] (-) TimerEvent: {}
[31.504206] (-) TimerEvent: {}
[31.604762] (-) TimerEvent: {}
